"id" "model_id" "x" "y" "z" "rotation_angle" "pref_orientation"
0 "473863035" 230.1331872560086 -240.6301134774187 279.62064989854167 2.8393730869764844 3.8297872340425534
1 "473863035" -116.79157133501806 -9.736017813571145 269.62258734427854 2.887440484964331 7.659574468085107
2 "473863035" 136.33038642926155 -87.97898126572088 239.34835963042184 5.175011228932618 11.48936170212766
3 "473863035" 280.2265928538223 -127.45296594642222 291.54871308647625 0.5730496685116789 15.319148936170214
4 "473863035" -51.72012033602564 -53.40859834180306 200.51698645430642 1.2645617833581495 19.148936170212767
5 "473863035" -199.89285062367998 40.752957463116196 195.20898109992578 1.2509558556757272 22.97872340425532
6 "473863035" -44.0507899134668 88.36801521079448 307.15298462060406 0.9589283582095697 26.80851063829787
7 "473863035" 238.23122234300237 -29.801119009765724 240.62233994329048 3.450803436102693 30.638297872340424
8 "473863035" 35.992991934265426 -212.49363089194796 314.23915865621166 5.865756920478037 34.46808510638298
9 "473863035" -169.1883281615822 -207.90210118989455 307.05932502823924 1.1921044689346347 38.297872340425535
10 "473863035" -228.13460779434402 285.312895612648 333.3651022507862 1.3254994875633064 42.12765957446809
11 "473863035" -211.45241823957463 -67.06053052209806 268.5741342887855 3.4728932318849846 45.957446808510646
12 "473863035" -136.99382473051188 -151.45498206660704 292.7798113776594 2.738148471672197 49.7872340425532
13 "473863035" 229.56218479930754 195.39047638901064 169.57287819477318 1.179079925335233 53.61702127659576
14 "473863035" -126.55331423047657 295.141387408977 118.3397845613237 2.0899567335674263 57.44680851063831
15 "473863035" 128.26391510767465 -128.0774268162738 184.83580249589818 4.819375023314467 61.27659574468087
16 "473863035" 165.93562661222907 65.61834176807527 346.9034466912658 2.162890796759385 65.10638297872342
17 "473863035" 28.23057364030086 220.48070758932766 236.3229463223573 0.5866107475720832 68.93617021276597
18 "473863035" 29.03479591819151 43.373744007879466 144.1458175358474 0.524577708782841 72.76595744680853
19 "473863035" 193.22916796310915 -318.0884315486735 199.55313607680552 0.41599432859339797 76.59574468085108
20 "473863035" -188.7274058178135 -63.30526753778287 155.028155615983 1.9159421048157375 80.42553191489364
21 "473863035" -243.1881423613 -97.43234537241393 321.21722737033343 2.7415543734550694 84.2553191489362
22 "473863035" 83.68982551101011 -49.205272048814805 220.81531494735808 4.578389884008679 88.08510638297875
23 "473863035" 282.30345692456274 338.2115403914179 251.15628894966102 4.8656746946746745 91.9148936170213
24 "473863035" 17.67435049663517 173.55579873225858 292.02243105932945 2.3963821796757903 95.74468085106386
25 "473863035" -97.30189780018239 -113.60974125069357 330.5816222019838 4.354768424765076 99.57446808510642
26 "473863035" 269.3924384872861 111.52880473063911 165.1691462080103 5.311946979773748 103.40425531914897
27 "473863035" 158.1073098601959 -68.14627879798324 320.71676676840485 2.261590931540807 107.23404255319153
28 "473863035" -229.4375492202386 61.38887586765901 355.4715227393443 0.07516546637376383 111.06382978723408
29 "473863035" -108.78839871942307 154.50908850389257 163.96031799395936 2.8672292117600593 114.89361702127664
30 "473863035" 182.36252504951094 194.49474075968112 279.62573315771334 3.947321992110984 118.7234042553192
31 "473863035" 59.20474530542744 260.14581451242447 132.67584656846844 5.641412420037246 122.55319148936175
32 "473863035" -144.2147432400539 197.95677780386475 311.10894520181677 2.7865333036867903 126.3829787234043
